,node,cluster
1,genome_block_9150|Ga0257077_10319054:1-10119,NA
20464,genome_block_37720|OLET01002042.1:1-13325,NA
20465,genome_block_37087|OGXL01009100.1:1-13220,NA
20466,genome_block_36060|OEJW01000250.1:16532-36561,NA
20467,genome_block_38706|NODE_1998_length_14518_cov_4.899384:1480-21509,457
20468,genome_block_38494|UMKP01009901.1:17754-37783,457
20469,genome_block_38455|UMHR01014462.1:17702-37731,457
20470,genome_block_38452|UMHQ01028321.1:1-17414,457
20471,genome_block_38422|UMFP01012808.1:17748-37777,457
20472,genome_block_38392|UMDD01004891.1:4767-24796,457
20473,genome_block_38365|UMBI01045926.1:17790-37819,457
20474,genome_block_38350|UMAG01005689.1:5331-25360,457
20475,genome_block_38312|ULXE01065050.1:2353-22382,457
20476,genome_block_38287|ULVP01038628.1:5624-25653,457
20477,genome_block_38279|ULVG01000895.1:1-12603,457
20478,genome_block_38245|ULTF01057155.1:1-13022,457
20479,genome_block_38244|ULTD01061936.1:13288-33317,457
20480,genome_block_38241|ULSY01029824.1:5330-25359,457
20481,genome_block_38238|ULST01016368.1:12895-32924,457
20482,genome_block_38185|ULPO01011370.1:1-11511,457
20483,genome_block_38006|OWJK01000349.1:14739-34768,457
20484,genome_block_37993|OWHV01000377.1:11224-31253,457
20485,genome_block_37826|OLSE01000382.1:32768-52797,457
20486,genome_block_37816|OLRS01000026.1:5343-25372,457
20487,genome_block_37791|OLQM01001148.1:17807-37836,457
20488,genome_block_37723|OLJW01002043.1:6963-26992,457
20489,genome_block_37676|OJSF01001275.1:8327-28356,457
20490,genome_block_37671|OJSC01001730.1:8424-28453,457
20491,genome_block_37669|OJSA01000862.1:17718-37747,457
20492,genome_block_37666|OJRZ01000739.1:1-13035,457
20493,genome_block_37655|OJQW01000475.1:6207-26236,457
20494,genome_block_37652|OJQP01000256.1:17705-37734,457
20495,genome_block_37642|OJPO01000711.1:1-12178,457
20496,genome_block_37639|OJPM01000611.1:1-12001,457
20497,genome_block_37633|OJOS01000192.1:1-12058,457
20498,genome_block_37598|OLIW01000905.1:16516-36545,457
20499,genome_block_37522|OIWV01001096.1:11318-31347,457
20500,genome_block_37512|OLGL01001038.1:17809-37838,457
20501,genome_block_37507|OLGH01000891.1:17700-37729,457
20502,genome_block_37497|OIWM01001699.1:5544-25573,457
20503,genome_block_37406|OIGD01000176.1:5344-25373,457
20504,genome_block_37398|OKVL01000095.1:4909-24938,457
20505,genome_block_37344|OHYE01001981.1:1-17113,457
20506,genome_block_37208|OHGO01000310.1:11381-31410,457
20507,genome_block_37152|OHAP01000624.1:1-18994,457
20508,genome_block_37130|OGZQ01000442.1:1-13019,457
20509,genome_block_37106|OGYJ01001485.1:5555-25584,457
20510,genome_block_37100|OGYC01001593.1:5554-25583,457
20511,genome_block_37085|OGXQ01002639.1:1-18804,457
20512,genome_block_37046|OGTL01003523.1:1-17202,457
20513,genome_block_37040|OGRP01001341.1:3807-23836,457
20514,genome_block_37039|OGRQ01000829.1:17722-37751,457
20515,genome_block_37008|OGQF01000629.1:4886-24915,457
20516,genome_block_37003|OGQD01001749.1:942-20971,457
20517,genome_block_37003|OGQC01000661.1:1-12496,457
20518,genome_block_36974|OGOQ01001151.1:1-16093,457
20519,genome_block_36970|OGOO01001705.1:5644-25673,457
20520,genome_block_36945|OOCS01000446.1:5564-25593,457
20521,genome_block_36932|OOCN01000153.1:59060-79089,457
20522,genome_block_36932|OOCJ01001398.1:1-12291,457
20523,genome_block_36927|OOCB01000386.1:47191-67220,457
20524,genome_block_36919|OOBV01001196.1:5563-25592,457
20525,genome_block_36906|OOAG01002588.1:1-19036,457
20526,genome_block_36861|OFMD01000515.1:1-13031,457
20527,genome_block_36635|OCPV01000443.1:16515-36544,457
20528,genome_block_36620|OBZK01000463.1:17850-37879,457
20529,genome_block_36600|OBWO01000302.1:17714-37743,457
20530,genome_block_36599|OBWY01000076.1:70698-90727,457
20531,genome_block_36593|OBVQ01000062.1:57402-77431,457
20532,genome_block_36592|OBVO01000114.1:33323-53352,457
20533,genome_block_36590|OBUU01000008.1:221396-241425,457
20534,genome_block_36587|OBVG01000319.1:1-13059,457
20535,genome_block_36586|OBUX01000058.1:100562-120591,457
20536,genome_block_36195|OBCU01000330.1:17915-37944,457
20537,genome_block_36184|OBAF01000382.1:17711-37740,457
20538,genome_block_36181|OBAQ01000399.1:17732-37761,457
20539,genome_block_36172|OAWW01000711.1:4996-25025,457
20540,genome_block_36156|OAUO01000295.1:17946-37975,457
20541,genome_block_36153|OAUN01000151.1:38295-58324,457
20542,genome_block_36153|OAUB01000083.1:68164-88193,457
20543,genome_block_36150|OAZZ01000103.1:68138-88167,457
20544,genome_block_36147|OATI01000298.1:38293-58322,457
20545,genome_block_36144|OAST01000130.1:18063-38092,457
20546,genome_block_36143|OATA01001837.1:1-12278,457
20547,genome_block_35557|AP019729.1:4927091-4947120,457
20548,genome_block_35139|RCYP01000007.1:136500-156529,457
20549,genome_block_34870|QTMG01000007.1:18037-38066,457
20550,genome_block_34870|QTLP01000003.1:1-14682,457
20551,genome_block_34801|QWCH01003524.1:1-10253,457
20552,genome_block_34783|QWCB01000754.1:1-16254,457
20553,genome_block_34772|DPOT01000044.1:4958-24987,457
20554,genome_block_34769|DPDI01000018.1:99933-119962,457
20555,genome_block_34739|QRPA01000012.1:18263-38292,457
20556,genome_block_34724|DMLN01000025.1:6296-26325,457
20557,genome_block_34714|QTLH01000126.1:1-13101,457
20558,genome_block_34339|PPYF01524912.1:4911-24940,457
20559,genome_block_34338|PPYF01462355.1:18086-38115,457
20560,genome_block_34335|PPYF01303959.1:15464-35493,457
20561,genome_block_34331|PPYF01065372.1:1-13060,457
20562,genome_block_33134|CDYI01041112.1:4856-24885,457
20563,genome_block_33130|CEAI01021155.1:17730-37759,457
20564,genome_block_33129|CECJ01005291.1:1-12280,457
20565,genome_block_33121|CEAF01060705.1:1-12286,457
20566,genome_block_33119|CDZC01032422.1:1-12281,457
20567,genome_block_33101|CECF01053913.1:6028-26057,457
20568,genome_block_32725|KQ236108.1:62527-82556,457
20569,genome_block_31903|NODE_38_length_184775_cov_28.3088:171633-191662,457
20570,genome_block_2872|Ga0134440_100106:63785-83814,457
20571,genome_block_2865|Ga0169857_100265:59289-79318,457
20572,genome_block_2862|Ga0169821_100156:1-13057,457
20573,genome_block_2861|Ga0169841_100804:1-19025,457
20574,genome_block_28558|Ga0111058_100707:1-19108,457
20575,genome_block_2854|Ga0134438_100579:4694-24723,457
20576,genome_block_28158|Ga0104872_101094:1-19026,457
20577,genome_block_2680|Ga0134381_1000260:1-12168,457
20578,genome_block_2677|Ga0134408_100810:1-12000,457
20579,genome_block_38404|UMEA01050909.1:1-14332,178
20580,genome_block_38145|ULLP01009321.1:1-14156,178
20581,genome_block_37877|OLXY01002462.1:1-11801,178
20582,genome_block_37498|OLGB01011883.1:1-13097,178
20583,genome_block_37423|OKYH01002637.1:1-11274,178
20584,genome_block_37213|OHHQ01002474.1:1-14499,178
20585,genome_block_37136|OKSF01009497.1:1-13032,178
20586,genome_block_36641|OCPR01001103.1:1-10736,178
20587,genome_block_36434|ODBF01000454.1:1-12420,178
20588,genome_block_36077|ODWX01002082.1:1-12434,178
20589,genome_block_34734|QSHF01000003.1:198561-218589,178
20590,genome_block_28667|Ga0114087_101455:1-19641,178
20591,genome_block_37287|OHQM01002904.1:1-14124,181
20592,genome_block_37150|OHAT01006852.1:1-14957,181
20593,genome_block_36940|OOCR01003160.1:1-14545,181
20594,genome_block_33115|CYXP01000007.1:164889-184918,134
20595,genome_block_38437|UMGQ01023666.1:336-20365,391
20596,genome_block_38366|UMBK01011903.1:9699-29728,391
20597,genome_block_38365|UMBI01028892.1:9833-29862,391
20598,genome_block_38365|UMBG01020429.1:3510-23539,391
20599,genome_block_38350|UMAG01000165.1:1-18151,391
20600,genome_block_38304|ULWS01005616.1:11525-31554,391
20601,genome_block_37816|OLRS01000026.1:79037-99066,391
20602,genome_block_37804|OLRF01000086.1:77757-97786,391
20603,genome_block_37647|OJQJ01000534.1:14704-34733,391
20604,genome_block_37487|OLFN01000411.1:1-18018,391
20605,genome_block_37482|OISH01000654.1:1-15888,391
20606,genome_block_37469|OLDI01000179.1:8860-28889,391
20607,genome_block_37003|OGQD01000825.1:9454-29483,391
20608,genome_block_36955|OGCM01000246.1:75773-95802,391
20609,genome_block_36620|OBZF01000042.1:77866-97895,391
20610,genome_block_36609|OBXW01000119.1:40340-60369,391
20611,genome_block_36607|OBXZ01000151.1:35570-55599,391
20612,genome_block_36603|OBXH01000411.1:1-16074,391
20613,genome_block_36164|OAVV01000109.1:38005-58034,391
20614,genome_block_36157|OAUL01000492.1:1-15914,391
20615,genome_block_36117|ODKI01000182.1:47822-67851,391
20616,genome_block_36077|ODWX01001979.1:1-16428,391
20617,genome_block_34354|PPYE01627050.1:40858-60887,391
20618,genome_block_33127|CEAH01031809.1:1-16112,391
20619,genome_block_33121|CEAF01029478.1:1-16328,391
20620,genome_block_2980|Ga0169773_100549:9679-29708,391
20621,genome_block_29174|Ga0115414_100021:35479-55508,391
20622,genome_block_29120|Ga0115195_100385:1-15981,391
20623,genome_block_28667|Ga0114087_102050:1-12922,391
20624,genome_block_2670|Ga0169722_100385:1-15947,391
20625,genome_block_38178|ULOX01054812.1:1-17836,186
20626,genome_block_24512|Ga0074439_100178:3955-23984,NA
20627,genome_block_24511|Ga0074433_100041:1-13203,NA
20628,genome_block_24510|Ga0074423_100115:35607-55636,NA
20629,genome_block_24510|Ga0074421_100017:32504-52533,NA
20630,genome_block_2404|Ga0172378_10603529:1-10038,NA
20631,genome_block_2404|Ga0172378_10603529:1-10037,NA
20632,genome_block_33959|DDRN01000024.1:1-11512,NA
20633,genome_block_33959|DDRN01000024.1:1-10845,NA
20634,genome_block_23991|Ga0069787_10011634:1-14120,NA
20635,genome_block_23991|Ga0069787_10011634:1-13453,NA
20636,genome_block_9764|Ga0210056_1012397:1-14086,NA
20637,genome_block_23896|Ga0066636_10040729:1-10781,NA
20638,genome_block_37155|OHBE01000402.1:14469-34498,NA
20639,genome_block_36564|OEHW01000527.1:7074-27103,NA
20640,genome_block_36136|OEEL01002718.1:1-17087,NA
20641,genome_block_36120|ODYM01000490.1:1-17577,NA
20642,genome_block_36091|ODJH01000131.1:41359-61388,NA
20643,genome_block_36086|ODJO01009722.1:1-13169,NA
20644,genome_block_36082|ODWV01002045.1:1-11503,NA
20645,genome_block_36052|ODUZ01000416.1:5457-25486,NA
20646,genome_block_34170|PEKN01000001.1:1423108-1443137,NA
20647,genome_block_32285|BAKF01000047.1:1-16834,NA
20648,genome_block_29175|Ga0115418_100506:4031-24060,NA
20649,genome_block_29119|Ga0115192_100467:1-16602,NA
20650,genome_block_28744|Ga0114259_1000431:1-19434,NA
20651,genome_block_28659|Ga0113996_1004718:1-10871,NA
20652,genome_block_28654|Ga0113878_100868:1-17336,NA
20653,genome_block_28604|Ga0113552_103240:1-10634,NA
20654,genome_block_28555|Ga0111051_100929:1-14033,NA
20655,genome_block_27379|Ga0101799_100191:7376-27405,NA
20656,genome_block_27282|Ga0101033_100441:1-19421,NA
20657,genome_block_27266|Ga0100232_103858:1-11353,NA
20658,genome_block_2332|Ga0134350_1000520:1-18875,NA
20659,genome_block_36120|ODZZ01000072.1:1-14472,NA
20660,genome_block_36120|ODZZ01000072.1:1-13828,NA
20661,genome_block_28598|Ga0111492_103431:1-10837,NA
20662,genome_block_28598|Ga0111492_103431:1-10199,NA
20663,genome_block_28563|Ga0111083_101000:1-12970,NA
20664,genome_block_28160|Ga0104930_108325:1-12291,NA
20665,genome_block_28160|Ga0104930_108325:1-11647,NA
20666,genome_block_27921|Ga0102684_102494:1-10393,NA
20667,genome_block_2332|Ga0134344_1010903:1-11106,NA
20668,genome_block_2332|Ga0134344_1010903:1-10462,NA
20669,genome_block_36134|OEAO01004022.1:1-16378,NA
20670,genome_block_36089|ODJI01001654.1:1-11162,NA
20671,genome_block_28908|Ga0115173_1003542:1-11167,NA
20672,genome_block_28494|Ga0111009_1000010:1-11596,NA
20673,genome_block_36529|OEJR01000226.1:1-15268,NA
20674,genome_block_35991|ODNI01011807.1:1-11803,NA
20675,genome_block_28857|Ga0114367_101116:1-13888,NA
20676,genome_block_27255|Ga0100058_100198:39954-59982,NA
20677,genome_block_36571|ODYO01000411.1:1-14395,NA
20678,genome_block_36551|ODVJ01004676.1:1-11326,NA
20679,genome_block_36067|ODJK01008443.1:1-12360,NA
20680,genome_block_34780|QWBZ01002680.1:1-15115,NA
20681,genome_block_28749|Ga0114286_1008651:1-13408,NA
20682,genome_block_28658|Ga0113979_107130:1-13693,NA
20683,genome_block_28159|Ga0104922_104984:1-14760,NA
20684,genome_block_27188|Ga0099615_1003118:1-14656,NA
20685,genome_block_32055|ALQU01000009.1:1-14142,NA
20686,genome_block_28571|Ga0111365_107514:1-12299,NA
20687,genome_block_28554|Ga0111045_105903:1-12025,NA
20688,genome_block_2331|Ga0134347_1003903:1-13904,NA
20689,genome_block_2330|Ga0134357_100348:1-11274,NA
20690,genome_block_28742|Ga0114251_102007:1-12420,NA
20691,genome_block_29173|Ga0115410_108653:1-12127,NA
20692,genome_block_38023|UGTP01000001.1:142233-162262,NA
20693,genome_block_36581|OECT01000209.1:15073-35102,NA
20694,genome_block_36578|OEED01000045.1:15183-35212,NA
20695,genome_block_36575|ODKZ01000220.1:11059-31088,NA
20696,genome_block_36572|OECA01000732.1:1-16286,NA
20697,genome_block_36564|OEHW01005755.1:1-11287,NA
20698,genome_block_36561|ODJE01000330.1:1-14378,NA
20699,genome_block_36556|ODIK01003083.1:1-11271,NA
20700,genome_block_36552|ODIT01000067.1:39520-59549,NA
20701,genome_block_36548|ODUT01005458.1:1-10720,NA
20702,genome_block_36546|ODUM01000462.1:15798-35827,NA
20703,genome_block_36544|ODUJ01000061.1:1-14558,NA
20704,genome_block_36534|OEFX01005826.1:1-11592,NA
20705,genome_block_36533|ODTN01004314.1:1-11974,NA
20706,genome_block_36529|OEJR01000022.1:47224-67253,NA
20707,genome_block_36528|ODUH01001022.1:1-11799,NA
20708,genome_block_36522|OEGN01000185.1:35664-55693,NA
20709,genome_block_36451|ODLQ01000026.1:5655-25684,NA
20710,genome_block_36451|ODGJ01000061.1:38359-58388,NA
20711,genome_block_36449|ODLI01002441.1:1-12130,NA
20712,genome_block_36449|ODLH01003112.1:1-10676,NA
20713,genome_block_36448|ODLE01000678.1:12466-32495,NA
20714,genome_block_36447|ODLP01000893.1:1-15544,NA
20715,genome_block_36445|ODLZ01005304.1:1-10755,NA
20716,genome_block_36437|ODFJ01000233.1:1-15513,NA
20717,genome_block_36434|ODLV01003010.1:1-14255,NA
20718,genome_block_36135|OECV01000019.1:19447-39476,NA
20719,genome_block_36134|OEAO01000976.1:1-15462,NA
20720,genome_block_36127|OEIG01001071.1:1-15157,NA
20721,genome_block_36125|ODKX01000813.1:3600-23629,NA
20722,genome_block_36123|OEAY01000051.1:71903-91932,NA
20723,genome_block_36122|OEBY01000553.1:1-16090,NA
20724,genome_block_36116|ODYL01000886.1:4949-24978,NA
20725,genome_block_36109|ODJR01000399.1:14591-34620,NA
20726,genome_block_36103|ODXN01000190.1:10844-30873,NA
20727,genome_block_36089|ODJI01000210.1:15998-36027,NA
20728,genome_block_36088|ODXQ01000179.1:16269-36298,NA
20729,genome_block_36076|ODIW01000045.1:44269-64298,NA
20730,genome_block_36073|ODWR01000047.1:59079-79108,NA
20731,genome_block_36073|ODWN01000252.1:18939-38968,NA
20732,genome_block_36071|OEGT01000066.1:63942-83971,NA
20733,genome_block_36070|ODWI01001499.1:1-11297,NA
20734,genome_block_36068|ODIN01000006.1:74299-94328,NA
20735,genome_block_36067|ODIQ01000090.1:63097-83126,NA
20736,genome_block_36065|ODVN01000082.1:64810-84839,NA
20737,genome_block_36063|ODIA01000261.1:17776-37805,NA
20738,genome_block_36058|ODIJ01000033.1:1-10749,NA
20739,genome_block_36050|OEGG01000813.1:1-20005,NA
20740,genome_block_36041|ODTP01000789.1:8966-28995,NA
20741,genome_block_35991|ODNI01000125.1:26614-46643,NA
20742,genome_block_35983|ODMC01000067.1:32078-52107,NA
20743,genome_block_34803|QWCW01000023.1:54213-74242,NA
20744,genome_block_34802|QWCT01005313.1:1-10249,NA
20745,genome_block_34799|QWCZ01000008.1:81770-101799,NA
20746,genome_block_34794|QWCO01000408.1:4704-24733,NA
20747,genome_block_34788|QWCI01001433.1:1-15510,NA
20748,genome_block_34785|QWCF01000036.1:34426-54455,NA
20749,genome_block_34784|QWCC01000012.1:18376-38405,NA
20750,genome_block_34780|QWBZ01000039.1:2144-22173,NA
20751,genome_block_34584|QLTQ01000007.1:10721-30750,NA
20752,genome_block_32007|GL982513.1:264545-284574,NA
20753,genome_block_31902|NODE_330_length_19350_cov_18.045815:5103-25132,NA
20754,genome_block_29229|Ga0115609_1000208:1-14565,NA
20755,genome_block_29121|Ga0115197_1000245:16234-36263,NA
20756,genome_block_28914|Ga0115189_1000104:24207-44236,NA
20757,genome_block_28863|Ga0114856_1000492:1-15604,NA
20758,genome_block_28863|Ga0114854_100032:64339-84368,NA
20759,genome_block_28858|Ga0114843_100278:1-15709,NA
20760,genome_block_28858|Ga0114368_100073:17816-37845,NA
20761,genome_block_28857|Ga0114367_101268:1-18360,NA
20762,genome_block_28855|Ga0114323_1000068:47254-67283,NA
20763,genome_block_28851|Ga0114309_100055:60693-80722,NA
20764,genome_block_28745|Ga0114262_100056:75457-95486,NA
20765,genome_block_28742|Ga0114253_1000031:70749-90778,NA
20766,genome_block_28741|Ga0114250_100804:1-15123,NA
20767,genome_block_28667|Ga0114091_100082:1-10832,NA
20768,genome_block_28667|Ga0114089_100195:20760-40789,NA
20769,genome_block_28666|Ga0114085_100050:24593-44622,NA
20770,genome_block_28659|Ga0113998_100079:36386-56415,NA
20771,genome_block_28657|Ga0113979_100262:4996-25025,NA
20772,genome_block_28657|Ga0113886_1000011:61303-81332,NA
20773,genome_block_28600|Ga0111542_100134:7139-27168,NA
20774,genome_block_28598|Ga0111493_100050:80634-100663,NA
20775,genome_block_28575|Ga0111424_105091:1-10120,NA
20776,genome_block_28574|Ga0111421_100046:78383-98412,NA
20777,genome_block_28573|Ga0111420_100301:6355-26384,NA
20778,genome_block_28571|Ga0111365_100037:72918-92947,NA
20779,genome_block_28571|Ga0111364_101734:1-17299,NA
20780,genome_block_28567|Ga0111137_1000013:70547-90576,NA
20781,genome_block_28567|Ga0111136_103752:1-11254,NA
20782,genome_block_28556|Ga0111052_100048:79064-99093,NA
20783,genome_block_28553|Ga0111045_100228:17960-37989,NA
20784,genome_block_28552|Ga0111023_100043:18383-38412,NA
20785,genome_block_28494|Ga0111009_1000183:15097-35126,NA
20786,genome_block_28483|Ga0105975_111081:1-10516,NA
20787,genome_block_28480|Ga0105959_100677:1-15676,NA
20788,genome_block_28479|Ga0105957_100264:18074-38103,NA
20789,genome_block_28402|Ga0105780_100153:31857-51886,NA
20790,genome_block_28364|Ga0105754_1000151:1-18058,NA
20791,genome_block_28302|Ga0105539_100025:19573-39602,NA
20792,genome_block_28299|Ga0105531_100058:20358-40387,NA
20793,genome_block_28164|Ga0104970_1000537:1-15194,NA
20794,genome_block_28160|Ga0104930_104317:1-11234,NA
20795,genome_block_28156|Ga0104843_100050:75560-95589,NA
20796,genome_block_28154|Ga0104793_100024:48939-68968,NA
20797,genome_block_28138|Ga0104765_105955:1-14102,NA
20798,genome_block_28052|Ga0104054_100279:11972-32001,NA
20799,genome_block_28027|Ga0103276_1002135:1-15383,NA
20800,genome_block_28026|Ga0103269_100246:1-15994,NA
20801,genome_block_28025|Ga0103259_100080:18168-38197,NA
20802,genome_block_27922|Ga0102700_1000206:43853-63882,NA
20803,genome_block_27921|Ga0102684_100339:13996-34025,NA
20804,genome_block_2783|Ga0134337_100115:18622-38651,NA
20805,genome_block_27379|Ga0101800_100092:21667-41696,NA
20806,genome_block_27278|Ga0100366_100097:18166-38195,NA
20807,genome_block_27277|Ga0100365_1006788:1-14142,NA
20808,genome_block_27266|Ga0100232_100367:20618-40647,NA
20809,genome_block_27261|Ga0100175_100179:33018-53047,NA
20810,genome_block_27255|Ga0100058_100038:42821-62850,NA
20811,genome_block_27188|Ga0099614_100187:1-11048,NA
20812,genome_block_27176|Ga0099581_100042:15202-35231,NA
20813,genome_block_27175|Ga0099576_1000135:1-14565,NA
20814,genome_block_27141|Ga0099523_1000013:62160-82189,NA
20815,genome_block_27124|Ga0099518_100067:1-15139,NA
20816,genome_block_27124|Ga0099458_100507:16957-36986,NA
20817,genome_block_27099|Ga0099352_1000041:14193-34222,NA
20818,genome_block_2331|Ga0134347_1000079:37-20066,NA
20819,genome_block_2325|Ga0134352_101797:1-12079,NA
20820,genome_block_36088|ODXQ01002281.1:1470-21499,NA
20821,genome_block_35983|ODMC01000142.1:54448-74477,NA
20822,genome_block_28852|Ga0114317_100342:1-10429,NA
20823,genome_block_36689|OCQG01000099.1:1-11026,NA
20824,genome_block_36579|OEEO01004736.1:1-12776,NA
20825,genome_block_36122|OEBY01008097.1:1-11588,NA
20826,genome_block_36073|ODWN01006966.1:1-11139,NA
20827,genome_block_35991|ODNI01004816.1:1-12975,NA
20828,genome_block_34799|QWCZ01007822.1:1-11597,NA
20829,genome_block_34788|QWCI01006298.1:1-10996,NA
20830,genome_block_29230|Ga0115613_1004269:1-16288,NA
20831,genome_block_29230|Ga0115613_1004269:1-11746,NA
20832,genome_block_29159|Ga0115373_1006648:1-10459,NA
20833,genome_block_29135|Ga0115314_1003904:1-11195,NA
20834,genome_block_28863|Ga0114854_104520:1-10212,NA
20835,genome_block_28861|Ga0114847_101436:1-19298,NA
20836,genome_block_28853|Ga0114319_1012371:1-13167,NA
20837,genome_block_28745|Ga0114261_105615:1-11951,NA
20838,genome_block_28600|Ga0111542_107219:1-12854,NA
20839,genome_block_28480|Ga0105959_106436:1-11734,NA
20840,genome_block_28165|Ga0104971_105892:1-11400,NA
20841,genome_block_28162|Ga0104942_101414:1-11325,NA
20842,genome_block_28138|Ga0104765_106569:1-11891,NA
20843,genome_block_27899|Ga0102632_1008370:1-13168,NA
20844,genome_block_27255|Ga0100058_104343:1-11236,NA
20845,genome_block_27099|Ga0099352_1006882:1-12205,NA
20846,genome_block_2331|Ga0134339_101005:1-13410,NA
20847,genome_block_2330|Ga0134357_100199:1-14974,NA
20848,genome_block_2325|Ga0134336_100048:1-13359,NA
20849,genome_block_3576|Ga0183099_1000001:241696-261724,NA
20850,genome_block_23234|Ga0065701_1003629:190032-210060,NA
20851,genome_block_34198|PENG01000001.1:2015705-2035733,NA
20852,genome_block_33966|AP014598.1:417688-437716,NA
20853,genome_block_32490|ATMK01000026.1:7311-27339,NA
20854,genome_block_231|Ga0119778_1022257:1-10400,NA
20855,genome_block_230|Ga0119778_1013349:1-12097,451
20856,genome_block_36448|ODLE01000728.1:12308-32337,451
20857,genome_block_36076|ODIW01000510.1:20986-41015,451
20858,genome_block_36073|ODWR01000414.1:20175-40204,451
20859,genome_block_36073|ODWR01000414.1:18621-38649,451
20860,genome_block_36063|ODIA01000274.1:1-14011,451
20861,genome_block_36041|ODTP01001624.1:4404-24433,451
20862,genome_block_36041|ODTP01001624.1:2326-22355,451
20863,genome_block_33966|AP014598.1:403699-423727,451
20864,genome_block_32490|ATMK01000026.1:21311-41339,451
20865,genome_block_29260|Ga0115685_1000024:107893-127921,451
20866,genome_block_29260|Ga0115685_1000024:106338-126367,451
20867,genome_block_29256|Ga0115672_100210:1-12250,451
20868,genome_block_28851|Ga0114309_100063:81014-101043,451
20869,genome_block_28851|Ga0114309_100063:79460-99488,451
20870,genome_block_28663|Ga0114022_1002248:1-12316,451
20871,genome_block_28574|Ga0111421_100652:12970-32998,451
20872,genome_block_28571|Ga0111365_100691:15118-35147,451
20873,genome_block_28571|Ga0111365_100691:13040-33069,451
20874,genome_block_28561|Ga0111079_100074:106346-126375,451
20875,genome_block_28553|Ga0111045_100239:19604-39632,451
20876,genome_block_28402|Ga0105780_100560:1-10925,451
20877,genome_block_28302|Ga0105539_100010:54431-74460,451
20878,genome_block_28302|Ga0105539_100010:52877-72905,451
20879,genome_block_28159|Ga0104922_100369:18924-38953,451
20880,genome_block_28159|Ga0104922_100369:17372-37400,451
20881,genome_block_28157|Ga0104867_1000252:27820-47849,451
20882,genome_block_27922|Ga0102685_100412:5736-25765,451
20883,genome_block_27277|Ga0100365_1000123:7244-27273,451
20884,genome_block_27255|Ga0100058_101811:1-13427,451
20885,genome_block_27255|Ga0100058_101811:1-11877,451
20886,genome_block_36578|OEED01008119.1:1-10231,NA
20887,genome_block_36540|ODUG01016203.1:1-10441,NA
20888,genome_block_36531|ODGR01004319.1:1-15423,NA
20889,genome_block_36454|ODOJ01003950.1:1-11885,NA
20890,genome_block_36444|ODLJ01001888.1:1-13096,NA
20891,genome_block_36074|ODWR01004182.1:1-11951,NA
20892,genome_block_36071|OEGT01002383.1:1-12069,NA
20893,genome_block_36071|OEGT01002383.1:1-10373,NA
20894,genome_block_36065|ODVN01003296.1:1-16564,NA
20895,genome_block_36065|ODVN01003296.1:1-14867,NA
20896,genome_block_36064|ODIA01003773.1:1-13575,NA
20897,genome_block_36061|ODVK01012971.1:1-10932,NA
20898,genome_block_36058|ODIJ01001669.1:1-13223,NA
20899,genome_block_34855|AP018051.1:1-14419,NA
20900,genome_block_34796|QWCR01001805.1:1-13367,NA
20901,genome_block_34791|QWCL01002948.1:1-13521,NA
20902,genome_block_34784|QWCC01001450.1:1-12892,NA
20903,genome_block_31902|NODE_2006_length_7090_cov_5.339872:1-16835,NA
20904,genome_block_29229|Ga0115609_1003917:1-10095,NA
20905,genome_block_28863|Ga0114854_103915:1-14280,NA
20906,genome_block_28746|Ga0114267_100598:1-18711,NA
20907,genome_block_28743|Ga0114255_103118:1-15858,NA
20908,genome_block_28669|Ga0114154_103590:1-15592,NA
20909,genome_block_28669|Ga0114154_103590:1-13895,NA
20910,genome_block_28667|Ga0114091_102534:1-12575,NA
20911,genome_block_28667|Ga0114089_103687:1-14008,NA
20912,genome_block_28667|Ga0114089_103687:1-12311,NA
20913,genome_block_28598|Ga0111493_106502:1-14560,NA
20914,genome_block_28559|Ga0111059_102048:1-14586,NA
20915,genome_block_28554|Ga0111046_104226:1-14033,NA
20916,genome_block_28554|Ga0111045_102561:1-11211,NA
20917,genome_block_28551|Ga0111020_100403:1-15608,NA
20918,genome_block_28402|Ga0105778_101781:1-15562,NA
20919,genome_block_28307|Ga0105644_101505:1-16343,NA
20920,genome_block_28300|Ga0105017_103440:1-11748,NA
20921,genome_block_28249|Ga0105502_1004046:1-15331,NA
20922,genome_block_28159|Ga0104922_105784:1-12861,NA
20923,genome_block_28156|Ga0104843_105073:1-11930,NA
20924,genome_block_28154|Ga0104793_104967:1-11159,NA
20925,genome_block_27923|Ga0102700_1007428:1-12827,NA
20926,genome_block_2783|Ga0134337_102161:1-14099,NA
20927,genome_block_27193|Ga0099630_1001113:1-13598,NA
20928,genome_block_27176|Ga0099581_105195:1-11489,NA
20929,genome_block_27175|Ga0099576_1003328:1-15223,NA
20930,genome_block_27099|Ga0099352_1004959:1-14781,NA
20931,genome_block_27080|Ga0099348_100761:1-17722,NA
20932,genome_block_2536|Ga0134342_100052:1-10065,NA
20933,genome_block_2332|Ga0134350_1001858:1-14567,NA
20934,genome_block_2331|Ga0134339_100679:1-11779,NA
20935,genome_block_230|Ga0119778_1005884:1-14780,NA
20936,genome_block_36066|ODJK01000418.1:1-10503,NA
20937,genome_block_9778|Ga0210038_1020765:1-11736,NA
20938,genome_block_22765|Ga0051984_10049135:1-11112,NA
20939,genome_block_6319|JGI10211J14876_10020388:1-11946,NA
